ANO_ELEICAO,NM_MUNICIPIO,SG_PARTIDO,NM_VOTAVEL,NM_PARTIDO,QT_VOTOS
2018,ICAPUÍ,PSL,JAIR BOLSONARO,Partido Social Liberal,2215
2018,ICAPUÍ,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,16
2018,ICAPUÍ,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,2
2018,ICAPUÍ,PATRI,CABO DACIOLO,Patriota,161
2018,ICAPUÍ,PODE,ALVARO DIAS,Podemos,16
2018,ICAPUÍ,REDE,MARINA SILVA,Rede Sustentabilidade,23
2018,ICÓ,#NULO#,Branco,#NULO#,731
2018,ICÓ,#NULO#,Nulo,#NULO#,1665
2018,ICÓ,DC,EYMAEL,Democracia Cristã,6
2018,ICÓ,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,224
2018,ICÓ,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,405
2018,ICÓ,PDT,CIRO GOMES,Partido Democrático Trabalhista,12696
2018,ICÓ,PT,FERNANDO HADDAD,Partido dos Trabalhadores,17464
2018,ICÓ,NOVO,JOÃO AMOÊDO,Partido Novo,80
2018,ICÓ,PPL,JOÃO GOULART FILHO,Partido Pátria Livre,4
2018,ICÓ,PSL,JAIR BOLSONARO,Partido Social Liberal,4616
2018,ICÓ,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,41
2018,ICÓ,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,10
2018,ICÓ,PATRI,CABO DACIOLO,Patriota,140
2018,ICÓ,PODE,ALVARO DIAS,Podemos,44
2018,ICÓ,REDE,MARINA SILVA,Rede Sustentabilidade,67
2018,IGUATU,#NULO#,Branco,#NULO#,1219
2018,IGUATU,#NULO#,Nulo,#NULO#,2433
2018,IGUATU,DC,EYMAEL,Democracia Cristã,19
2018,IGUATU,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,344
2018,IGUATU,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,469
2018,IGUATU,PDT,CIRO GOMES,Partido Democrático Trabalhista,22512
2018,IGUATU,PT,FERNANDO HADDAD,Partido dos Trabalhadores,19693
2018,IGUATU,NOVO,JOÃO AMOÊDO,Partido Novo,163
2018,IGUATU,PPL,JOÃO GOULART FILHO,Partido Pátria Livre,5
2018,IGUATU,PSL,JAIR BOLSONARO,Partido Social Liberal,7041
2018,IGUATU,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,124
2018,IGUATU,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,34
2018,IGUATU,PATRI,CABO DACIOLO,Patriota,199
2018,IGUATU,PODE,ALVARO DIAS,Podemos,58
2018,IGUATU,REDE,MARINA SILVA,Rede Sustentabilidade,96
2018,INDEPENDÊNCIA,#NULO#,Branco,#NULO#,340
2018,INDEPENDÊNCIA,#NULO#,Nulo,#NULO#,586
2018,INDEPENDÊNCIA,DC,EYMAEL,Democracia Cristã,4
2018,INDEPENDÊNCIA,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,61
2018,INDEPENDÊNCIA,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,129
2018,INDEPENDÊNCIA,PDT,CIRO GOMES,Partido Democrático Trabalhista,5621
2018,INDEPENDÊNCIA,PT,FERNANDO HADDAD,Partido dos Trabalhadores,7038
2018,INDEPENDÊNCIA,NOVO,JOÃO AMOÊDO,Partido Novo,24
2018,INDEPENDÊNCIA,PPL,JOÃO GOULART FILHO,Partido Pátria Livre,4
2018,INDEPENDÊNCIA,PSL,JAIR BOLSONARO,Partido Social Liberal,1823
2018,INDEPENDÊNCIA,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,46
2018,INDEPENDÊNCIA,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,4
2018,INDEPENDÊNCIA,PATRI,CABO DACIOLO,Patriota,35
2018,INDEPENDÊNCIA,PODE,ALVARO DIAS,Podemos,6
2018,INDEPENDÊNCIA,REDE,MARINA SILVA,Rede Sustentabilidade,31
2018,IPAPORANGA,#NULO#,Branco,#NULO#,127
2018,IPAPORANGA,#NULO#,Nulo,#NULO#,350
2018,IPAPORANGA,DC,EYMAEL,Democracia Cristã,1
2018,IPAPORANGA,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,87
2018,IPAPORANGA,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,55
2018,IPAPORANGA,PDT,CIRO GOMES,Partido Democrático Trabalhista,1411
2018,IPAPORANGA,PT,FERNANDO HADDAD,Partido dos Trabalhadores,3781
2018,IPAPORANGA,NOVO,JOÃO AMOÊDO,Partido Novo,2
2018,IPAPORANGA,PPL,JOÃO GOULART FILHO,Partido Pátria Livre,1
2018,IPAPORANGA,PSL,JAIR BOLSONARO,Partido Social Liberal,954
2018,IPAPORANGA,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,13
2018,IPAPORANGA,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,1
2018,IPAPORANGA,PATRI,CABO DACIOLO,Patriota,38
2018,IPAPORANGA,PODE,ALVARO DIAS,Podemos,7
2018,IPAPORANGA,REDE,MARINA SILVA,Rede Sustentabilidade,7
2018,IPAUMIRIM,#NULO#,Branco,#NULO#,130
2018,IPAUMIRIM,#NULO#,Nulo,#NULO#,312
2018,IPAUMIRIM,DC,EYMAEL,Democracia Cristã,1
2018,IPAUMIRIM,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,43
2018,IPAUMIRIM,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,33
2018,IPAUMIRIM,PDT,CIRO GOMES,Partido Democrático Trabalhista,3131
2018,IPAUMIRIM,PT,FERNANDO HADDAD,Partido dos Trabalhadores,2820
2018,IPAUMIRIM,NOVO,JOÃO AMOÊDO,Partido Novo,6
2018,IPAUMIRIM,PPL,JOÃO GOULART FILHO,Partido Pátria Livre,2
2018,IPAUMIRIM,PSL,JAIR BOLSONARO,Partido Social Liberal,589
2018,IPAUMIRIM,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,9
2018,IPAUMIRIM,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,1
2018,IPAUMIRIM,PATRI,CABO DACIOLO,Patriota,49
2018,IPAUMIRIM,PODE,ALVARO DIAS,Podemos,8
2018,IPAUMIRIM,REDE,MARINA SILVA,Rede Sustentabilidade,12
2018,IPU,#NULO#,Branco,#NULO#,472
2018,IPU,#NULO#,Nulo,#NULO#,951
2018,IPU,DC,EYMAEL,Democracia Cristã,4
2018,IPU,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,114
2018,IPU,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,124
2018,IPU,PDT,CIRO GOMES,Partido Democrático Trabalhista,11718
2018,IPU,PT,FERNANDO HADDAD,Partido dos Trabalhadores,7423
2018,IPU,NOVO,JOÃO AMOÊDO,Partido Novo,43
2018,IPU,PSL,JAIR BOLSONARO,Partido Social Liberal,2788
2018,IPU,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,23
2018,IPU,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,7
2018,IPU,PATRI,CABO DACIOLO,Patriota,61
2018,IPU,PODE,ALVARO DIAS,Podemos,10
2018,IPU,REDE,MARINA SILVA,Rede Sustentabilidade,34
2018,IPUEIRAS,#NULO#,Branco,#NULO#,417
2018,IPUEIRAS,#NULO#,Nulo,#NULO#,1042
2018,IPUEIRAS,DC,EYMAEL,Democracia Cristã,3
2018,IPUEIRAS,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,190
2018,IPUEIRAS,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,288
2018,IPUEIRAS,PDT,CIRO GOMES,Partido Democrático Trabalhista,9338
2018,IPUEIRAS,PT,FERNANDO HADDAD,Partido dos Trabalhadores,7066
2018,IPUEIRAS,NOVO,JOÃO AMOÊDO,Partido Novo,25
2018,IPUEIRAS,PPL,JOÃO GOULART FILHO,Partido Pátria Livre,5
2018,IPUEIRAS,PSL,JAIR BOLSONARO,Partido Social Liberal,2701
2018,IPUEIRAS,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,43
2018,IPUEIRAS,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,10
2018,IPUEIRAS,PATRI,CABO DACIOLO,Patriota,88
2018,IPUEIRAS,PODE,ALVARO DIAS,Podemos,42
2018,IPUEIRAS,REDE,MARINA SILVA,Rede Sustentabilidade,46
2018,IRACEMA,#NULO#,Branco,#NULO#,112
2018,IRACEMA,#NULO#,Nulo,#NULO#,341
2018,IRACEMA,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,35
2018,IRACEMA,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,33
2018,IRACEMA,PDT,CIRO GOMES,Partido Democrático Trabalhista,2970
2018,IRACEMA,PT,FERNANDO HADDAD,Partido dos Trabalhadores,4160
2018,IRACEMA,NOVO,JOÃO AMOÊDO,Partido Novo,13
2018,IRACEMA,PSL,JAIR BOLSONARO,Partido Social Liberal,998
2018,IRACEMA,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,13
2018,IRACEMA,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,2
2018,IRACEMA,PATRI,CABO DACIOLO,Patriota,15
2018,IRACEMA,PODE,ALVARO DIAS,Podemos,9
2018,IRACEMA,REDE,MARINA SILVA,Rede Sustentabilidade,5
2018,IRAUÇUBA,#NULO#,Branco,#NULO#,158
2018,IRAUÇUBA,#NULO#,Nulo,#NULO#,419
2018,IRAUÇUBA,DC,EYMAEL,Democracia Cristã,4
2018,IRAUÇUBA,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,55
2018,IRAUÇUBA,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,61
2018,IRAUÇUBA,PDT,CIRO GOMES,Partido Democrático Trabalhista,7666
2018,IRAUÇUBA,PT,FERNANDO HADDAD,Partido dos Trabalhadores,4216
2018,IRAUÇUBA,NOVO,JOÃO AMOÊDO,Partido Novo,6
2018,IRAUÇUBA,PPL,JOÃO GOULART FILHO,Partido Pátria Livre,2
2018,IRAUÇUBA,PSL,JAIR BOLSONARO,Partido Social Liberal,1327
2018,IRAUÇUBA,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,13
2018,IRAUÇUBA,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,1
2018,IRAUÇUBA,PATRI,CABO DACIOLO,Patriota,57
2018,IRAUÇUBA,PODE,ALVARO DIAS,Podemos,13
2018,IRAUÇUBA,REDE,MARINA SILVA,Rede Sustentabilidade,10
2018,ITAIÇABA,#NULO#,Branco,#NULO#,90
2018,ITAIÇABA,#NULO#,Nulo,#NULO#,170
2018,ITAIÇABA,DC,EYMAEL,Democracia Cristã,1
2018,ITAIÇABA,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,16
2018,ITAIÇABA,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,24
2018,ITAIÇABA,PDT,CIRO GOMES,Partido Democrático Trabalhista,2477
2018,ITAIÇABA,PT,FERNANDO HADDAD,Partido dos Trabalhadores,1832
2018,ITAIÇABA,NOVO,JOÃO AMOÊDO,Partido Novo,3
2018,ITAIÇABA,PSL,JAIR BOLSONARO,Partido Social Liberal,826
2018,ITAIÇABA,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,7
2018,ITAIÇABA,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,2
2018,ITAIÇABA,PATRI,CABO DACIOLO,Patriota,100
2018,ITAIÇABA,PODE,ALVARO DIAS,Podemos,11
2018,ITAIÇABA,REDE,MARINA SILVA,Rede Sustentabilidade,12
2018,ITAITINGA,#NULO#,Branco,#NULO#,509
2018,ITAITINGA,#NULO#,Nulo,#NULO#,1257
2018,ITAITINGA,DC,EYMAEL,Democracia Cristã,3
2018,ITAITINGA,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,146
2018,ITAITINGA,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,218
2018,ITAITINGA,PDT,CIRO GOMES,Partido Democrático Trabalhista,7143
2018,ITAITINGA,PT,FERNANDO HADDAD,Partido dos Trabalhadores,7870
2018,ITAITINGA,NOVO,JOÃO AMOÊDO,Partido Novo,47
2018,ITAITINGA,PPL,JOÃO GOULART FILHO,Partido Pátria Livre,1
2018,ITAITINGA,PSL,JAIR BOLSONARO,Partido Social Liberal,5132
2018,ITAITINGA,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,35
2018,ITAITINGA,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,4
2018,ITAITINGA,PATRI,CABO DACIOLO,Patriota,435
2018,ITAITINGA,PODE,ALVARO DIAS,Podemos,35
2018,ITAITINGA,REDE,MARINA SILVA,Rede Sustentabilidade,95
2018,ITAPAGÉ,#NULO#,Branco,#NULO#,566
2018,ITAPAGÉ,#NULO#,Nulo,#NULO#,1132
2018,ITAPAGÉ,DC,EYMAEL,Democracia Cristã,4
2018,ITAPAGÉ,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,138
2018,ITAPAGÉ,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,190
2018,ITAPAGÉ,PDT,CIRO GOMES,Partido Democrático Trabalhista,12960
2018,ITAPAGÉ,PT,FERNANDO HADDAD,Partido dos Trabalhadores,9300
2018,ITAPAGÉ,NOVO,JOÃO AMOÊDO,Partido Novo,32
2018,ITAPAGÉ,PPL,JOÃO GOULART FILHO,Partido Pátria Livre,1
2018,ITAPAGÉ,PSL,JAIR BOLSONARO,Partido Social Liberal,6215
2018,ITAPAGÉ,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,24
2018,ITAPAGÉ,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,2
2018,ITAPAGÉ,PATRI,CABO DACIOLO,Patriota,255
2018,ITAPAGÉ,PODE,ALVARO DIAS,Podemos,19
2018,ITAPAGÉ,REDE,MARINA SILVA,Rede Sustentabilidade,53
2018,ITAPIPOCA,#NULO#,Branco,#NULO#,933
2018,ITAPIPOCA,#NULO#,Nulo,#NULO#,2191
2018,ITAPIPOCA,DC,EYMAEL,Democracia Cristã,11
2018,ITAPIPOCA,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,190
2018,ITAPIPOCA,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,658
2018,ITAPIPOCA,PDT,CIRO GOMES,Partido Democrático Trabalhista,29982
2018,ITAPIPOCA,PT,FERNANDO HADDAD,Partido dos Trabalhadores,28920
2018,ITAPIPOCA,NOVO,JOÃO AMOÊDO,Partido Novo,116
2018,ITAPIPOCA,PPL,JOÃO GOULART FILHO,Partido Pátria Livre,5
2018,ITAPIPOCA,PSL,JAIR BOLSONARO,Partido Social Liberal,9200
2018,ITAPIPOCA,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,133
2018,ITAPIPOCA,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,16
2018,ITAPIPOCA,PATRI,CABO DACIOLO,Patriota,469
2018,ITAPIPOCA,PODE,ALVARO DIAS,Podemos,39
2018,ITAPIPOCA,REDE,MARINA SILVA,Rede Sustentabilidade,60
2018,ITAPIÚNA,#NULO#,Branco,#NULO#,218
2018,ITAPIÚNA,#NULO#,Nulo,#NULO#,428
2018,ITAPIÚNA,DC,EYMAEL,Democracia Cristã,2
2018,ITAPIÚNA,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,67
2018,ITAPIÚNA,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,94
2018,ITAPIÚNA,PDT,CIRO GOMES,Partido Democrático Trabalhista,3933
2018,ITAPIÚNA,PT,FERNANDO HADDAD,Partido dos Trabalhadores,6061
2018,ITAPIÚNA,NOVO,JOÃO AMOÊDO,Partido Novo,10
2018,ITAPIÚNA,PPL,JOÃO GOULART FILHO,Partido Pátria Livre,2
2018,ITAPIÚNA,PSL,JAIR BOLSONARO,Partido Social Liberal,1331
2018,ITAPIÚNA,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,32
2018,ITAPIÚNA,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,5
2018,ITAPIÚNA,PATRI,CABO DACIOLO,Patriota,80
2018,ITAPIÚNA,PODE,ALVARO DIAS,Podemos,9
2018,ITAPIÚNA,REDE,MARINA SILVA,Rede Sustentabilidade,21
2018,ITAREMA,#NULO#,Branco,#NULO#,423
2018,ITAREMA,#NULO#,Nulo,#NULO#,1062
2018,ITAREMA,DC,EYMAEL,Democracia Cristã,13
2018,ITAREMA,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,140
2018,ITAREMA,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,221
2018,ITAREMA,PDT,CIRO GOMES,Partido Democrático Trabalhista,8002
2018,ITAREMA,PT,FERNANDO HADDAD,Partido dos Trabalhadores,9439
2018,ITAREMA,NOVO,JOÃO AMOÊDO,Partido Novo,16
2018,ITAREMA,PPL,JOÃO GOULART FILHO,Partido Pátria Livre,2
2018,ITAREMA,PSL,JAIR BOLSONARO,Partido Social Liberal,3881
2018,ITAREMA,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,22
2018,ITAREMA,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,5
2018,ITAREMA,PATRI,CABO DACIOLO,Patriota,284
2018,ITAREMA,PODE,ALVARO DIAS,Podemos,29
2018,ITAREMA,REDE,MARINA SILVA,Rede Sustentabilidade,41
2018,ITATIRA,#NULO#,Branco,#NULO#,176
2018,ITATIRA,#NULO#,Nulo,#NULO#,473
2018,ITATIRA,DC,EYMAEL,Democracia Cristã,6
2018,ITATIRA,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,126
2018,ITATIRA,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,79
2018,ITATIRA,PDT,CIRO GOMES,Partido Democrático Trabalhista,5492
2018,ITATIRA,PT,FERNANDO HADDAD,Partido dos Trabalhadores,6128
2018,ITATIRA,NOVO,JOÃO AMOÊDO,Partido Novo,22
2018,ITATIRA,PPL,JOÃO GOULART FILHO,Partido Pátria Livre,5
2018,ITATIRA,PSL,JAIR BOLSONARO,Partido Social Liberal,1259
2018,ITATIRA,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,6
2018,ITATIRA,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,3
2018,ITATIRA,PATRI,CABO DACIOLO,Patriota,58
2018,ITATIRA,PODE,ALVARO DIAS,Podemos,20
2018,ITATIRA,REDE,MARINA SILVA,Rede Sustentabilidade,16
2018,JAGUARETAMA,#NULO#,Branco,#NULO#,203
2018,JAGUARETAMA,#NULO#,Nulo,#NULO#,468
2018,JAGUARETAMA,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,65
2018,JAGUARETAMA,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,95
2018,JAGUARETAMA,PDT,CIRO GOMES,Partido Democrático Trabalhista,3756
2018,JAGUARETAMA,PT,FERNANDO HADDAD,Partido dos Trabalhadores,5833
2018,JAGUARETAMA,NOVO,JOÃO AMOÊDO,Partido Novo,15
2018,JAGUARETAMA,PSL,JAIR BOLSONARO,Partido Social Liberal,993
2018,JAGUARETAMA,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,15
2018,JAGUARETAMA,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,4
2018,JAGUARETAMA,PATRI,CABO DACIOLO,Patriota,26
2018,JAGUARETAMA,PODE,ALVARO DIAS,Podemos,9
2018,JAGUARETAMA,REDE,MARINA SILVA,Rede Sustentabilidade,15
2018,JAGUARIBARA,#NULO#,Branco,#NULO#,95
2018,JAGUARIBARA,#NULO#,Nulo,#NULO#,305
2018,JAGUARIBARA,DC,EYMAEL,Democracia Cristã,1
2018,JAGUARIBARA,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,26
2018,JAGUARIBARA,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,65
2018,JAGUARIBARA,PDT,CIRO GOMES,Partido Democrático Trabalhista,2782
2018,JAGUARIBARA,PT,FERNANDO HADDAD,Partido dos Trabalhadores,2315
2018,JAGUARIBARA,NOVO,JOÃO AMOÊDO,Partido Novo,10
2018,JAGUARIBARA,PSL,JAIR BOLSONARO,Partido Social Liberal,633
2018,JAGUARIBARA,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,4
2018,JAGUARIBARA,PATRI,CABO DACIOLO,Patriota,38
2018,JAGUARIBARA,PODE,ALVARO DIAS,Podemos,5
2018,JAGUARIBARA,REDE,MARINA SILVA,Rede Sustentabilidade,11
2018,JAGUARIBE,#NULO#,Branco,#NULO#,416
2018,JAGUARIBE,#NULO#,Nulo,#NULO#,1045
2018,JAGUARIBE,DC,EYMAEL,Democracia Cristã,1
2018,JAGUARIBE,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,91
2018,JAGUARIBE,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,154
2018,JAGUARIBE,PDT,CIRO GOMES,Partido Democrático Trabalhista,10679
2018,JAGUARIBE,PT,FERNANDO HADDAD,Partido dos Trabalhadores,7016
2018,JAGUARIBE,NOVO,JOÃO AMOÊDO,Partido Novo,51
2018,JAGUARIBE,PPL,JOÃO GOULART FILHO,Partido Pátria Livre,3
2018,JAGUARIBE,PSL,JAIR BOLSONARO,Partido Social Liberal,2640
2018,JAGUARIBE,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,23
2018,JAGUARIBE,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,8
2018,JAGUARIBE,PATRI,CABO DACIOLO,Patriota,81
2018,JAGUARIBE,PODE,ALVARO DIAS,Podemos,26
2018,JAGUARIBE,REDE,MARINA SILVA,Rede Sustentabilidade,30
2018,JAGUARUANA,#NULO#,Branco,#NULO#,1040
2018,JAGUARUANA,#NULO#,Nulo,#NULO#,1326
2018,JAGUARUANA,DC,EYMAEL,Democracia Cristã,6
2018,JAGUARUANA,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,58
2018,JAGUARUANA,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,155
2018,JAGUARUANA,PDT,CIRO GOMES,Partido Democrático Trabalhista,8698
2018,JAGUARUANA,PT,FERNANDO HADDAD,Partido dos Trabalhadores,7147
2018,JAGUARUANA,NOVO,JOÃO AMOÊDO,Partido Novo,48
2018,JAGUARUANA,PPL,JOÃO GOULART FILHO,Partido Pátria Livre,2
2018,JAGUARUANA,PSL,JAIR BOLSONARO,Partido Social Liberal,3446
2018,JAGUARUANA,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,45
2018,JAGUARUANA,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,8
2018,JAGUARUANA,PATRI,CABO DACIOLO,Patriota,170
2018,JAGUARUANA,PODE,ALVARO DIAS,Podemos,17
2018,JAGUARUANA,REDE,MARINA SILVA,Rede Sustentabilidade,35
2018,JARDIM,#NULO#,Branco,#NULO#,306
2018,JARDIM,#NULO#,Nulo,#NULO#,778
2018,JARDIM,DC,EYMAEL,Democracia Cristã,2
2018,JARDIM,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,127
2018,JARDIM,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,248
2018,JARDIM,PDT,CIRO GOMES,Partido Democrático Trabalhista,4636
2018,JARDIM,PT,FERNANDO HADDAD,Partido dos Trabalhadores,7891
2018,JARDIM,NOVO,JOÃO AMOÊDO,Partido Novo,21
2018,JARDIM,PPL,JOÃO GOULART FILHO,Partido Pátria Livre,2
2018,JARDIM,PSL,JAIR BOLSONARO,Partido Social Liberal,1288
2018,JARDIM,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,38
2018,JARDIM,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,2
2018,JARDIM,PATRI,CABO DACIOLO,Patriota,53
2018,JARDIM,PODE,ALVARO DIAS,Podemos,23
2018,JARDIM,REDE,MARINA SILVA,Rede Sustentabilidade,45
2018,JATI,#NULO#,Branco,#NULO#,91
2018,JATI,#NULO#,Nulo,#NULO#,319
2018,JATI,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,43
2018,JATI,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,35
2018,JATI,PDT,CIRO GOMES,Partido Democrático Trabalhista,1798
2018,JATI,PT,FERNANDO HADDAD,Partido dos Trabalhadores,2493
2018,JATI,NOVO,JOÃO AMOÊDO,Partido Novo,8
2018,JATI,PPL,JOÃO GOULART FILHO,Partido Pátria Livre,1
2018,JATI,PSL,JAIR BOLSONARO,Partido Social Liberal,433
2018,JATI,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,4
2018,JATI,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,4
2018,JATI,PATRI,CABO DACIOLO,Patriota,23
2018,JATI,PODE,ALVARO DIAS,Podemos,2
2018,JATI,REDE,MARINA SILVA,Rede Sustentabilidade,9
2018,JIJOCA DE JERICOACOARA,#NULO#,Branco,#NULO#,198
2018,JIJOCA DE JERICOACOARA,#NULO#,Nulo,#NULO#,537
2018,JIJOCA DE JERICOACOARA,DC,EYMAEL,Democracia Cristã,1
2018,JIJOCA DE JERICOACOARA,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,44
2018,JIJOCA DE JERICOACOARA,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,68
2018,JIJOCA DE JERICOACOARA,PDT,CIRO GOMES,Partido Democrático Trabalhista,4758
2018,JIJOCA DE JERICOACOARA,PT,FERNANDO HADDAD,Partido dos Trabalhadores,3731
2018,JIJOCA DE JERICOACOARA,NOVO,JOÃO AMOÊDO,Partido Novo,63
2018,JIJOCA DE JERICOACOARA,PPL,JOÃO GOULART FILHO,Partido Pátria Livre,1
2018,JIJOCA DE JERICOACOARA,PSL,JAIR BOLSONARO,Partido Social Liberal,1949
2018,JIJOCA DE JERICOACOARA,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,18
2018,JIJOCA DE JERICOACOARA,PATRI,CABO DACIOLO,Patriota,120
2018,JIJOCA DE JERICOACOARA,PODE,ALVARO DIAS,Podemos,9
2018,JIJOCA DE JERICOACOARA,REDE,MARINA SILVA,Rede Sustentabilidade,28
2018,JUAZEIRO DO NORTE,#NULO#,Branco,#NULO#,2880
2018,JUAZEIRO DO NORTE,#NULO#,Nulo,#NULO#,6657
2018,JUAZEIRO DO NORTE,DC,EYMAEL,Democracia Cristã,41
2018,JUAZEIRO DO NORTE,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,721
2018,JUAZEIRO DO NORTE,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,1460
2018,JUAZEIRO DO NORTE,PDT,CIRO GOMES,Partido Democrático Trabalhista,58275
2018,JUAZEIRO DO NORTE,PT,FERNANDO HADDAD,Partido dos Trabalhadores,44067
2018,JUAZEIRO DO NORTE,NOVO,JOÃO AMOÊDO,Partido Novo,487
2018,JUAZEIRO DO NORTE,PPL,JOÃO GOULART FILHO,Partido Pátria Livre,32
2018,JUAZEIRO DO NORTE,PSL,JAIR BOLSONARO,Partido Social Liberal,24955
2018,JUAZEIRO DO NORTE,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,609
